P,Temp,FMQ,CO2,SiO2,TiO2,Al2O3,FeO,Fe2O3,MgO,CaO,Na2O,K2O,MnO,P2O5,H2O,Cr2O5,NiO,Ni,Cu,FeOt
2000,1350,0,0,49.2,0.69,12.9,7.2689,2.6907,12.93,11.21,1.99,0.97,0.2,0.2,1,0,0,20,30,9.9596
